id	UnitId	等级	升级经验	生命	力量	防御	命中	闪避	暴击	抗暴
10020150	1002	150	125579288	17375	2996	1089	3994	922	1331	3994
10020151	1002	151	133349399	17579	3031	1101	4041	933	1346	4041
10020152	1002	152	141119510	17783	3066	1113	4088	944	1361	4088
10020153	1002	153	148889621	17987	3101	1125	4135	955	1376	4135
10020154	1002	154	156659732	18191	3136	1137	4182	966	1391	4182
10020155	1002	155	164429843	18395	3171	1149	4229	977	1406	4229
10020156	1002	156	172199954	18599	3206	1161	4276	988	1421	4276
10020157	1002	157	179970065	18803	3241	1173	4323	999	1436	4323
10020158	1002	158	187740176	19007	3276	1185	4370	1010	1451	4370
10020159	1002	159	195510287	19211	3311	1197	4417	1021	1466	4417
10020160	1002	160	203280398	19415	3346	1209	4464	1032	1481	4464
10020161	1002	161	211050509	19619	3381	1221	4511	1043	1496	4511
10020162	1002	162	218820620	19823	3416	1233	4558	1054	1511	4558
10020163	1002	163	226590731	20027	3451	1245	4605	1065	1526	4605
10020164	1002	164	234360842	20231	3486	1257	4652	1076	1541	4652
10020165	1002	165	242130953	20435	3521	1269	4699	1087	1556	4699
10020166	1002	166	249901064	20639	3556	1281	4746	1098	1571	4746
10020167	1002	167	257671175	20843	3591	1293	4793	1109	1586	4793
10020168	1002	168	265441286	21047	3626	1305	4840	1120	1601	4840
10020169	1002	169	273211397	21251	3661	1317	4887	1131	1616	4887
10020170	1002	170	280981508	21455	3696	1329	4934	1142	1631	4934
10020171	1002	171	288751619	21659	3731	1341	4981	1153	1646	4981
10020172	1002	172	296521730	21863	3766	1353	5028	1164	1661	5028
10020173	1002	173	304291841	22067	3801	1365	5075	1175	1676	5075
10020174	1002	174	312061952	22271	3836	1377	5122	1186	1691	5122
10020175	1002	175	319832063	22475	3871	1389	5169	1197	1706	5169
10020176	1002	176	327602174	22679	3906	1401	5216	1208	1721	5216
10020177	1002	177	335372285	22883	3941	1413	5263	1219	1736	5263
10020178	1002	178	343142396	23087	3976	1425	5310	1230	1751	5310
10020179	1002	179	350912507	23291	4011	1437	5357	1241	1766	5357
10020180	1002	180	358682618	23495	4046	1449	5404	1252	1781	5404
10020181	1002	181	366452729	23699	4081	1461	5451	1263	1796	5451
10020182	1002	182	374222840	23903	4116	1473	5498	1274	1811	5498
10020183	1002	183	381992951	24107	4151	1485	5545	1285	1826	5545
10020184	1002	184	389763062	24311	4186	1497	5592	1296	1841	5592
10020185	1002	185	397533173	24515	4221	1509	5639	1307	1856	5639
10020186	1002	186	405303284	24719	4256	1521	5686	1318	1871	5686
10020187	1002	187	413073395	24923	4291	1533	5733	1329	1886	5733
10020188	1002	188	420843506	25127	4326	1545	5780	1340	1901	5780
10020189	1002	189	428613617	25331	4361	1557	5827	1351	1916	5827
10020190	1002	190	436383728	25535	4396	1569	5874	1362	1931	5874
10020191	1002	191	444153839	25739	4431	1581	5921	1373	1946	5921
10020192	1002	192	451923950	25943	4466	1593	5968	1384	1961	5968
10020193	1002	193	459694061	26147	4501	1605	6015	1395	1976	6015
10020194	1002	194	467464172	26351	4536	1617	6062	1406	1991	6062
10020195	1002	195	475234283	26555	4571	1629	6109	1417	2006	6109
10020196	1002	196	483004394	26759	4606	1641	6156	1428	2021	6156
10020197	1002	197	490774505	26963	4641	1653	6203	1439	2036	6203
10020198	1002	198	498544616	27167	4676	1665	6250	1450	2051	6250
10020199	1002	199	506314727	27371	4711	1677	6297	1461	2066	6297
10020200	1002	200	514084838	27575	4746	1689	6344	1472	2081	6344
10020201	1002	201	514084838	27779	4781	1701	6391	1483	2096	6391
10020202	1002	202	514084838	27983	4816	1713	6438	1494	2111	6438
10020203	1002	203	514084838	28187	4851	1725	6485	1505	2126	6485
10020204	1002	204	514084838	28391	4886	1737	6532	1516	2141	6532
10020205	1002	205	514084838	28595	4921	1749	6579	1527	2156	6579
10020206	1002	206	514084838	28799	4956	1761	6626	1538	2171	6626
10020207	1002	207	514084838	29003	4991	1773	6673	1549	2186	6673
10020208	1002	208	514084838	29207	5026	1785	6720	1560	2201	6720
10020209	1002	209	514084838	29411	5061	1797	6767	1571	2216	6767
10020210	1002	210	514084838	29615	5096	1809	6814	1582	2231	6814
10020211	1002	211	514084838	29819	5131	1821	6861	1593	2246	6861
10020212	1002	212	514084838	30023	5166	1833	6908	1604	2261	6908
10020213	1002	213	514084838	30227	5201	1845	6955	1615	2276	6955
10020214	1002	214	514084838	30431	5236	1857	7002	1626	2291	7002
10020215	1002	215	514084838	30635	5271	1869	7049	1637	2306	7049
10020216	1002	216	514084838	30839	5306	1881	7096	1648	2321	7096
10020217	1002	217	514084838	31043	5341	1893	7143	1659	2336	7143
10020218	1002	218	514084838	31247	5376	1905	7190	1670	2351	7190
10020219	1002	219	514084838	31451	5411	1917	7237	1681	2366	7237
10020220	1002	220	514084838	31655	5446	1929	7284	1692	2381	7284
10020221	1002	221	514084838	31859	5481	1941	7331	1703	2396	7331
10020222	1002	222	514084838	32063	5516	1953	7378	1714	2411	7378
10020223	1002	223	514084838	32267	5551	1965	7425	1725	2426	7425
10020224	1002	224	514084838	32471	5586	1977	7472	1736	2441	7472
10020225	1002	225	514084838	32675	5621	1989	7519	1747	2456	7519
10020226	1002	226	514084838	32879	5656	2001	7566	1758	2471	7566
10020227	1002	227	514084838	33083	5691	2013	7613	1769	2486	7613
10020228	1002	228	514084838	33287	5726	2025	7660	1780	2501	7660
10020229	1002	229	514084838	33491	5761	2037	7707	1791	2516	7707
10020230	1002	230	514084838	33695	5796	2049	7754	1802	2531	7754
10020231	1002	231	514084838	33899	5831	2061	7801	1813	2546	7801
10020232	1002	232	514084838	34103	5866	2073	7848	1824	2561	7848
10020233	1002	233	514084838	34307	5901	2085	7895	1835	2576	7895
10020234	1002	234	514084838	34511	5936	2097	7942	1846	2591	7942
10020235	1002	235	514084838	34715	5971	2109	7989	1857	2606	7989
10020236	1002	236	514084838	34919	6006	2121	8036	1868	2621	8036
10020237	1002	237	514084838	35123	6041	2133	8083	1879	2636	8083
10020238	1002	238	514084838	35327	6076	2145	8130	1890	2651	8130
10020239	1002	239	514084838	35531	6111	2157	8177	1901	2666	8177
10020240	1002	240	514084838	35735	6146	2169	8224	1912	2681	8224
10020241	1002	241	514084838	35939	6181	2181	8271	1923	2696	8271
10020242	1002	242	514084838	36143	6216	2193	8318	1934	2711	8318
10020243	1002	243	514084838	36347	6251	2205	8365	1945	2726	8365
10020244	1002	244	514084838	36551	6286	2217	8412	1956	2741	8412
10020245	1002	245	514084838	36755	6321	2229	8459	1967	2756	8459
10020246	1002	246	514084838	36959	6356	2241	8506	1978	2771	8506
10020247	1002	247	514084838	37163	6391	2253	8553	1989	2786	8553
10020248	1002	248	514084838	37367	6426	2265	8600	2000	2801	8600
10020249	1002	249	514084838	37571	6461	2277	8647	2011	2816	8647
10020250	1002	250	514084838	37775	6496	2289	8694	2022	2831	8694
10020251	1002	251	514084838	37979	6531	2301	8741	2033	2846	8741
10020252	1002	252	514084838	38183	6566	2313	8788	2044	2861	8788
10020253	1002	253	514084838	38387	6601	2325	8835	2055	2876	8835
10020254	1002	254	514084838	38591	6636	2337	8882	2066	2891	8882
10020255	1002	255	514084838	38795	6671	2349	8929	2077	2906	8929
10020256	1002	256	514084838	38999	6706	2361	8976	2088	2921	8976
10020257	1002	257	514084838	39203	6741	2373	9023	2099	2936	9023
10020258	1002	258	514084838	39407	6776	2385	9070	2110	2951	9070
10020259	1002	259	514084838	39611	6811	2397	9117	2121	2966	9117
10020260	1002	260	514084838	39815	6846	2409	9164	2132	2981	9164
10020261	1002	261	514084838	40019	6881	2421	9211	2143	2996	9211
10020262	1002	262	514084838	40223	6916	2433	9258	2154	3011	9258
10020263	1002	263	514084838	40427	6951	2445	9305	2165	3026	9305
10020264	1002	264	514084838	40631	6986	2457	9352	2176	3041	9352
10020265	1002	265	514084838	40835	7021	2469	9399	2187	3056	9399
10020266	1002	266	514084838	41039	7056	2481	9446	2198	3071	9446
10020267	1002	267	514084838	41243	7091	2493	9493	2209	3086	9493
10020268	1002	268	514084838	41447	7126	2505	9540	2220	3101	9540
10020269	1002	269	514084838	41651	7161	2517	9587	2231	3116	9587
10020270	1002	270	514084838	41855	7196	2529	9634	2242	3131	9634
10020271	1002	271	514084838	42059	7231	2541	9681	2253	3146	9681
10020272	1002	272	514084838	42263	7266	2553	9728	2264	3161	9728
10020273	1002	273	514084838	42467	7301	2565	9775	2275	3176	9775
10020274	1002	274	514084838	42671	7336	2577	9822	2286	3191	9822
10020275	1002	275	514084838	42875	7371	2589	9869	2297	3206	9869
10020276	1002	276	514084838	43079	7406	2601	9916	2308	3221	9916
10020277	1002	277	514084838	43283	7441	2613	9963	2319	3236	9963
10020278	1002	278	514084838	43487	7476	2625	10010	2330	3251	10010
10020279	1002	279	514084838	43691	7511	2637	10057	2341	3266	10057
10020280	1002	280	514084838	43895	7546	2649	10104	2352	3281	10104
10020281	1002	281	514084838	44099	7581	2661	10151	2363	3296	10151
10020282	1002	282	514084838	44303	7616	2673	10198	2374	3311	10198
10020283	1002	283	514084838	44507	7651	2685	10245	2385	3326	10245
10020284	1002	284	514084838	44711	7686	2697	10292	2396	3341	10292
10020285	1002	285	514084838	44915	7721	2709	10339	2407	3356	10339
10020286	1002	286	514084838	45119	7756	2721	10386	2418	3371	10386
10020287	1002	287	514084838	45323	7791	2733	10433	2429	3386	10433
10020288	1002	288	514084838	45527	7826	2745	10480	2440	3401	10480
10020289	1002	289	514084838	45731	7861	2757	10527	2451	3416	10527
10020290	1002	290	514084838	45935	7896	2769	10574	2462	3431	10574
10020291	1002	291	514084838	46139	7931	2781	10621	2473	3446	10621
10020292	1002	292	514084838	46343	7966	2793	10668	2484	3461	10668
10020293	1002	293	514084838	46547	8001	2805	10715	2495	3476	10715
10020294	1002	294	514084838	46751	8036	2817	10762	2506	3491	10762
10020295	1002	295	514084838	46955	8071	2829	10809	2517	3506	10809
10020296	1002	296	514084838	47159	8106	2841	10856	2528	3521	10856
10020297	1002	297	514084838	47363	8141	2853	10903	2539	3536	10903
10020298	1002	298	514084838	47567	8176	2865	10950	2550	3551	10950
10020299	1002	299	514084838	47771	8211	2877	10997	2561	3566	10997
10020300	1002	300	514084838	47975	8246	2889	11044	2572	3581	11044
10030001	1003	1	3570	605	104	38	139	32	46	139
10030002	1003	2	3910	626	108	39	144	33	48	144
10030003	1003	3	4278	648	112	41	149	34	50	149
10030004	1003	4	4677	672	116	42	154	36	51	154
10030005	1003	5	5107	696	120	44	160	37	53	160
10030006	1003	6	5573	722	125	45	166	38	55	166
10030007	1003	7	6076	749	129	47	172	40	57	172
10030008	1003	8	6620	778	134	49	179	41	60	179
10030009	1003	9	7206	807	139	51	186	43	62	186
10030010	1003	10	7840	838	145	53	193	44	64	193
10030011	1003	11	8523	870	150	55	200	46	67	200
10030012	1003	12	9261	904	156	57	208	48	69	208
10030013	1003	13	10056	938	162	59	216	50	72	216
10030014	1003	14	10913	974	168	61	224	52	75	224
10030015	1003	15	11837	1011	174	63	232	54	77	232
10030016	1003	16	12832	1049	181	66	241	56	80	241
10030017	1003	17	13904	1089	188	68	250	58	83	250
10030018	1003	18	15059	1130	195	71	260	60	87	260
10030019	1003	19	16302	1172	202	73	269	62	90	269
10030020	1003	20	17640	1215	209	76	279	64	93	279
10030021	1003	21	19080	1259	217	79	290	67	97	290
10030022	1003	22	20629	1305	225	82	300	69	100	300
10030023	1003	23	22296	1352	233	85	311	72	104	311
10030024	1003	24	24088	1400	241	88	322	74	107	322
10030025	1003	25	26015	1450	250	91	333	77	111	333
10030026	1003	26	28087	1500	259	94	345	80	115	345
10030027	1003	27	30313	1552	268	97	357	82	119	357
10030028	1003	28	32706	1605	277	101	369	85	123	369
10030029	1003	29	35276	1660	286	104	382	88	127	382
10030030	1003	30	38038	1715	296	108	394	91	131	394
10030031	1003	31	41003	1772	306	111	407	94	136	407
10030032	1003	32	44188	1830	316	115	421	97	140	421
10030033	1003	33	47607	1890	326	118	434	100	145	434
10030034	1003	34	51277	1950	336	122	448	103	149	448
10030035	1003	35	55217	2012	347	126	463	107	154	463
10030036	1003	36	59444	2075	358	130	477	110	159	477
10030037	1003	37	63980	2139	369	134	492	113	164	492
10030038	1003	38	68847	2205	380	138	507	117	169	507
10030039	1003	39	74067	2272	392	142	522	121	174	522
10030040	1003	40	79665	2340	403	147	538	124	179	538
10030041	1003	41	85669	2409	415	151	554	128	185	554
10030042	1003	42	92106	2479	427	155	570	132	190	570
10030043	1003	43	99008	2551	440	160	586	135	195	586
10030044	1003	44	106406	2624	452	165	603	139	201	603
10030045	1003	45	114335	2698	465	169	620	143	207	620
10030046	1003	46	122833	2774	478	174	638	147	213	638
10030047	1003	47	131939	2850	491	179	655	151	218	655
10030048	1003	48	141696	2928	505	184	673	155	224	673
10030049	1003	49	152148	3007	518	189	691	160	230	691
10030050	1003	50	163345	3088	532	194	710	164	237	710
10030051	1003	51	175337	3169	546	199	729	168	243	729
10030052	1003	52	188181	3252	561	204	748	173	249	748
10030053	1003	53	201934	3336	575	209	767	177	256	767
10030054	1003	54	216661	3422	590	215	787	182	262	787
10030055	1003	55	232427	3508	605	220	806	186	269	806
10030056	1003	56	249306	3596	620	225	827	191	276	827
10030057	1003	57	267373	3685	635	231	847	195	282	847
10030058	1003	58	286711	3775	651	237	868	200	289	868
10030059	1003	59	307407	3867	667	242	889	205	296	889
10030060	1003	60	329554	3959	683	248	910	210	303	910
10030061	1003	61	353253	4053	699	254	932	215	311	932
10030062	1003	62	378608	4149	715	260	954	220	318	954
10030063	1003	63	405735	4245	732	266	976	225	325	976
10030064	1003	64	434754	4343	749	272	998	230	333	998
10030065	1003	65	465794	4442	766	278	1021	236	340	1021
10030066	1003	66	498995	4542	783	285	1044	241	348	1044
10030067	1003	67	534502	4643	801	291	1067	246	356	1067
10030068	1003	68	572474	4746	818	298	1091	252	364	1091
10030069	1003	69	613078	4850	836	304	1115	257	372	1115
10030070	1003	70	656494	4955	854	311	1139	263	380	1139
10030071	1003	71	702913	5061	873	317	1164	269	388	1164
10030072	1003	72	752539	5169	891	324	1188	274	396	1188
10030073	1003	73	805589	5278	910	331	1213	280	404	1213
10030074	1003	74	862296	5388	929	338	1239	286	413	1239
10030075	1003	75	922908	5499	948	345	1264	292	421	1264
10030076	1003	76	987689	5612	968	352	1290	298	430	1290
10030077	1003	77	1056921	5726	987	359	1316	304	439	1316
10030078	1003	78	1130906	5841	1007	366	1343	310	448	1343
10030079	1003	79	1209964	5957	1027	373	1369	316	456	1369
10030080	1003	80	1294437	6074	1047	381	1396	322	465	1396
10030081	1003	81	1384691	6193	1068	388	1424	329	475	1424
10030082	1003	82	1481116	6313	1088	396	1451	335	484	1451
10030083	1003	83	1584127	6434	1109	403	1479	341	493	1479
10030084	1003	84	1694167	6557	1130	411	1507	348	502	1507
10030085	1003	85	1811710	6680	1152	419	1536	354	512	1536
10030086	1003	86	1937258	6805	1173	427	1564	361	521	1564
10030087	1003	87	2071350	6932	1195	435	1593	368	531	1593
10030088	1003	88	2214559	7059	1217	443	1623	374	541	1623
10030089	1003	89	2367496	7188	1239	451	1652	381	551	1652
10030090	1003	90	2530813	7318	1262	459	1682	388	561	1682
10030091	1003	91	2705205	7449	1284	467	1712	395	571	1712
10030092	1003	92	2891413	7581	1307	475	1743	402	581	1743
10030093	1003	93	3090228	7715	1330	484	1773	409	591	1773
10030094	1003	94	3302491	7849	1353	492	1804	416	601	1804
10030095	1003	95	3529101	7985	1377	501	1836	424	612	1836
10030096	1003	96	3771015	8123	1400	509	1867	431	622	1867
10030097	1003	97	4029254	8261	1424	518	1899	438	633	1899
10030098	1003	98	4304906	8401	1448	527	1931	446	644	1931
10030099	1003	99	4599131	8542	1473	536	1964	453	655	1964
10030100	1003	100	4913166	8684	1497	544	1996	461	665	1996
10030101	1003	101	5248328	8828	1522	553	2029	468	676	2029
10030102	1003	102	5606021	8973	1547	563	2063	476	688	2063
10030103	1003	103	5987744	9119	1572	572	2096	484	699	2096
10030104	1003	104	6395092	9266	1598	581	2130	492	710	2130
10030105	1003	105	6829766	9414	1623	590	2164	499	721	2164
10030106	1003	106	7293579	9564	1649	600	2199	507	733	2199
10030107	1003	107	7788462	9715	1675	609	2233	515	744	2233
10030108	1003	108	8316474	9867	1701	619	2268	523	756	2268
10030109	1003	109	8879808	10020	1728	628	2304	532	768	2304
10030110	1003	110	9480804	10175	1754	638	2339	540	780	2339
10030111	1003	111	10121952	10331	1781	648	2375	548	792	2375
10030112	1003	112	10805907	10488	1808	658	2411	556	804	2411
10030113	1003	113	11535497	10646	1836	667	2447	565	816	2447
10030114	1003	114	12313737	10806	1863	677	2484	573	828	2484
10030115	1003	115	13143838	10967	1891	688	2521	582	840	2521
10030116	1003	116	14029221	11129	1919	698	2558	590	853	2558
10030117	1003	117	14973533	11292	1947	708	2596	599	865	2596
10030118	1003	118	15980657	11457	1975	718	2634	608	878	2634
10030119	1003	119	17054731	11622	2004	729	2672	617	891	2672
10030120	1003	120	18200164	11789	2033	739	2710	625	903	2710
10030121	1003	121	19421651	11958	2062	750	2749	634	916	2749
10030122	1003	122	20724197	12127	2091	760	2788	643	929	2788
10030123	1003	123	22113130	12298	2120	771	2827	652	942	2827
10030124	1003	124	23594127	12470	2150	782	2867	662	956	2867
10030125	1003	125	25173238	12643	2180	793	2906	671	969	2906
10030126	1003	126	26856902	12818	2210	804	2947	680	982	2947
10030127	1003	127	28651983	12993	2240	815	2987	689	996	2987
10030128	1003	128	30565788	13170	2271	826	3028	699	1009	3028
10030129	1003	129	32606103	13348	2301	837	3069	708	1023	3069
10030130	1003	130	34781219	13528	2332	848	3110	718	1037	3110
10030131	1003	131	37099967	13708	2364	859	3151	727	1050	3151
10030132	1003	132	39571753	13890	2395	871	3193	737	1064	3193
10030133	1003	133	42206592	14073	2426	882	3235	747	1078	3235
10030134	1003	134	45015155	14258	2458	894	3278	756	1093	3278
10030135	1003	135	48008800	14443	2490	906	3320	766	1107	3320
10030136	1003	136	51199629	14630	2522	917	3363	776	1121	3363
10030137	1003	137	54600526	14818	2555	929	3406	786	1135	3406
10030138	1003	138	58225211	15007	2587	941	3450	796	1150	3450
10030139	1003	139	62088297	15198	2620	953	3494	806	1165	3494
10030140	1003	140	66205343	15390	2653	965	3538	816	1179	3538
10030141	1003	141	70592916	15583	2687	977	3582	827	1194	3582
10030142	1003	142	75268658	15777	2720	989	3627	837	1209	3627
10030143	1003	143	80251355	15972	2754	1001	3672	847	1224	3672
10030144	1003	144	85561009	16169	2788	1014	3717	858	1239	3717
10030145	1003	145	91218916	16367	2822	1026	3763	868	1254	3763
10030146	1003	146	97247752	16566	2856	1039	3808	879	1269	3808
10030147	1003	147	103671661	16767	2891	1051	3854	889	1285	3854
10030148	1003	148	110516347	16968	2926	1064	3901	900	1300	3901
10030149	1003	149	117809177	17171	2961	1077	3947	911	1316	3947
10030150	1003	150	125579288	17375	2996	1089	3994	922	1331	3994
10030151	1003	151	133349399	17579	3031	1101	4041	933	1346	4041
10030152	1003	152	141119510	17783	3066	1113	4088	944	1361	4088
10030153	1003	153	148889621	17987	3101	1125	4135	955	1376	4135
10030154	1003	154	156659732	18191	3136	1137	4182	966	1391	4182
10030155	1003	155	164429843	18395	3171	1149	4229	977	1406	4229
10030156	1003	156	172199954	18599	3206	1161	4276	988	1421	4276
10030157	1003	157	179970065	18803	3241	1173	4323	999	1436	4323
10030158	1003	158	187740176	19007	3276	1185	4370	1010	1451	4370
10030159	1003	159	195510287	19211	3311	1197	4417	1021	1466	4417
10030160	1003	160	203280398	19415	3346	1209	4464	1032	1481	4464
10030161	1003	161	211050509	19619	3381	1221	4511	1043	1496	4511
10030162	1003	162	218820620	19823	3416	1233	4558	1054	1511	4558
10030163	1003	163	226590731	20027	3451	1245	4605	1065	1526	4605
10030164	1003	164	234360842	20231	3486	1257	4652	1076	1541	4652
10030165	1003	165	242130953	20435	3521	1269	4699	1087	1556	4699
10030166	1003	166	249901064	20639	3556	1281	4746	1098	1571	4746
10030167	1003	167	257671175	20843	3591	1293	4793	1109	1586	4793
10030168	1003	168	265441286	21047	3626	1305	4840	1120	1601	4840
10030169	1003	169	273211397	21251	3661	1317	4887	1131	1616	4887
10030170	1003	170	280981508	21455	3696	1329	4934	1142	1631	4934
10030171	1003	171	288751619	21659	3731	1341	4981	1153	1646	4981
10030172	1003	172	296521730	21863	3766	1353	5028	1164	1661	5028
10030173	1003	173	304291841	22067	3801	1365	5075	1175	1676	5075
10030174	1003	174	312061952	22271	3836	1377	5122	1186	1691	5122
10030175	1003	175	319832063	22475	3871	1389	5169	1197	1706	5169
10030176	1003	176	327602174	22679	3906	1401	5216	1208	1721	5216
10030177	1003	177	335372285	22883	3941	1413	5263	1219	1736	5263
10030178	1003	178	343142396	23087	3976	1425	5310	1230	1751	5310
10030179	1003	179	350912507	23291	4011	1437	5357	1241	1766	5357
10030180	1003	180	358682618	23495	4046	1449	5404	1252	1781	5404
10030181	1003	181	366452729	23699	4081	1461	5451	1263	1796	5451
10030182	1003	182	374222840	23903	4116	1473	5498	1274	1811	5498
10030183	1003	183	381992951	24107	4151	1485	5545	1285	1826	5545
10030184	1003	184	389763062	24311	4186	1497	5592	1296	1841	5592
10030185	1003	185	397533173	24515	4221	1509	5639	1307	1856	5639
10030186	1003	186	405303284	24719	4256	1521	5686	1318	1871	5686
10030187	1003	187	413073395	24923	4291	1533	5733	1329	1886	5733
10030188	1003	188	420843506	25127	4326	1545	5780	1340	1901	5780
10030189	1003	189	428613617	25331	4361	1557	5827	1351	1916	5827
10030190	1003	190	436383728	25535	4396	1569	5874	1362	1931	5874
10030191	1003	191	444153839	25739	4431	1581	5921	1373	1946	5921
10030192	1003	192	451923950	25943	4466	1593	5968	1384	1961	5968
10030193	1003	193	459694061	26147	4501	1605	6015	1395	1976	6015
10030194	1003	194	467464172	26351	4536	1617	6062	1406	1991	6062
10030195	1003	195	475234283	26555	4571	1629	6109	1417	2006	6109
10030196	1003	196	483004394	26759	4606	1641	6156	1428	2021	6156
10030197	1003	197	490774505	26963	4641	1653	6203	1439	2036	6203
10030198	1003	198	498544616	27167	4676	1665	6250	1450	2051	6250
10030199	1003	199	506314727	27371	4711	1677	6297	1461	2066	6297
10030200	1003	200	514084838	27575	4746	1689	6344	1472	2081	6344
10030201	1003	201	514084838	27779	4781	1701	6391	1483	2096	6391
10030202	1003	202	514084838	27983	4816	1713	6438	1494	2111	6438
10030203	1003	203	514084838	28187	4851	1725	6485	1505	2126	6485
10030204	1003	204	514084838	28391	4886	1737	6532	1516	2141	6532
10030205	1003	205	514084838	28595	4921	1749	6579	1527	2156	6579
10030206	1003	206	514084838	28799	4956	1761	6626	1538	2171	6626
10030207	1003	207	514084838	29003	4991	1773	6673	1549	2186	6673
10030208	1003	208	514084838	29207	5026	1785	6720	1560	2201	6720
10030209	1003	209	514084838	29411	5061	1797	6767	1571	2216	6767
10030210	1003	210	514084838	29615	5096	1809	6814	1582	2231	6814
10030211	1003	211	514084838	29819	5131	1821	6861	1593	2246	6861
10030212	1003	212	514084838	30023	5166	1833	6908	1604	2261	6908
10030213	1003	213	514084838	30227	5201	1845	6955	1615	2276	6955
10030214	1003	214	514084838	30431	5236	1857	7002	1626	2291	7002
10030215	1003	215	514084838	30635	5271	1869	7049	1637	2306	7049
10030216	1003	216	514084838	30839	5306	1881	7096	1648	2321	7096
10030217	1003	217	514084838	31043	5341	1893	7143	1659	2336	7143
10030218	1003	218	514084838	31247	5376	1905	7190	1670	2351	7190
10030219	1003	219	514084838	31451	5411	1917	7237	1681	2366	7237
10030220	1003	220	514084838	31655	5446	1929	7284	1692	2381	7284
10030221	1003	221	514084838	31859	5481	1941	7331	1703	2396	7331
10030222	1003	222	514084838	32063	5516	1953	7378	1714	2411	7378
10030223	1003	223	514084838	32267	5551	1965	7425	1725	2426	7425
10030224	1003	224	514084838	32471	5586	1977	7472	1736	2441	7472
10030225	1003	225	514084838	32675	5621	1989	7519	1747	2456	7519
10030226	1003	226	514084838	32879	5656	2001	7566	1758	2471	7566
10030227	1003	227	514084838	33083	5691	2013	7613	1769	2486	7613
10030228	1003	228	514084838	33287	5726	2025	7660	1780	2501	7660
10030229	1003	229	514084838	33491	5761	2037	7707	1791	2516	7707
10030230	1003	230	514084838	33695	5796	2049	7754	1802	2531	7754
10030231	1003	231	514084838	33899	5831	2061	7801	1813	2546	7801
10030232	1003	232	514084838	34103	5866	2073	7848	1824	2561	7848
10030233	1003	233	514084838	34307	5901	2085	7895	1835	2576	7895
10030234	1003	234	514084838	34511	5936	2097	7942	1846	2591	7942
10030235	1003	235	514084838	34715	5971	2109	7989	1857	2606	7989
10030236	1003	236	514084838	34919	6006	2121	8036	1868	2621	8036
10030237	1003	237	514084838	35123	6041	2133	8083	1879	2636	8083
10030238	1003	238	514084838	35327	6076	2145	8130	1890	2651	8130
10030239	1003	239	514084838	35531	6111	2157	8177	1901	2666	8177
10030240	1003	240	514084838	35735	6146	2169	8224	1912	2681	8224
10030241	1003	241	514084838	35939	6181	2181	8271	1923	2696	8271
10030242	1003	242	514084838	36143	6216	2193	8318	1934	2711	8318
10030243	1003	243	514084838	36347	6251	2205	8365	1945	2726	8365
10030244	1003	244	514084838	36551	6286	2217	8412	1956	2741	8412
10030245	1003	245	514084838	36755	6321	2229	8459	1967	2756	8459
10030246	1003	246	514084838	36959	6356	2241	8506	1978	2771	8506
10030247	1003	247	514084838	37163	6391	2253	8553	1989	2786	8553
10030248	1003	248	514084838	37367	6426	2265	8600	2000	2801	8600
10030249	1003	249	514084838	37571	6461	2277	8647	2011	2816	8647
10030250	1003	250	514084838	37775	6496	2289	8694	2022	2831	8694
10030251	1003	251	514084838	37979	6531	2301	8741	2033	2846	8741
10030252	1003	252	514084838	38183	6566	2313	8788	2044	2861	8788
10030253	1003	253	514084838	38387	6601	2325	8835	2055	2876	8835
10030254	1003	254	514084838	38591	6636	2337	8882	2066	2891	8882
10030255	1003	255	514084838	38795	6671	2349	8929	2077	2906	8929
10030256	1003	256	514084838	38999	6706	2361	8976	2088	2921	8976
10030257	1003	257	514084838	39203	6741	2373	9023	2099	2936	9023
10030258	1003	258	514084838	39407	6776	2385	9070	2110	2951	9070
10030259	1003	259	514084838	39611	6811	2397	9117	2121	2966	9117
10030260	1003	260	514084838	39815	6846	2409	9164	2132	2981	9164
10030261	1003	261	514084838	40019	6881	2421	9211	2143	2996	9211
10030262	1003	262	514084838	40223	6916	2433	9258	2154	3011	9258
10030263	1003	263	514084838	40427	6951	2445	9305	2165	3026	9305
10030264	1003	264	514084838	40631	6986	2457	9352	2176	3041	9352
10030265	1003	265	514084838	40835	7021	2469	9399	2187	3056	9399
10030266	1003	266	514084838	41039	7056	2481	9446	2198	3071	9446
10030267	1003	267	514084838	41243	7091	2493	9493	2209	3086	9493
10030268	1003	268	514084838	41447	7126	2505	9540	2220	3101	9540
10030269	1003	269	514084838	41651	7161	2517	9587	2231	3116	9587
10030270	1003	270	514084838	41855	7196	2529	9634	2242	3131	9634
10030271	1003	271	514084838	42059	7231	2541	9681	2253	3146	9681
10030272	1003	272	514084838	42263	7266	2553	9728	2264	3161	9728
10030273	1003	273	514084838	42467	7301	2565	9775	2275	3176	9775
10030274	1003	274	514084838	42671	7336	2577	9822	2286	3191	9822
10030275	1003	275	514084838	42875	7371	2589	9869	2297	3206	9869
10030276	1003	276	514084838	43079	7406	2601	9916	2308	3221	9916
10030277	1003	277	514084838	43283	7441	2613	9963	2319	3236	9963
10030278	1003	278	514084838	43487	7476	2625	10010	2330	3251	10010
10030279	1003	279	514084838	43691	7511	2637	10057	2341	3266	10057
10030280	1003	280	514084838	43895	7546	2649	10104	2352	3281	10104
10030281	1003	281	514084838	44099	7581	2661	10151	2363	3296	10151
