id	UnitId	等级	生命	生命	升级经验	力量	敏捷	智力	意志	幸运
10020140	1002	140	15390	1539 	66205343	2653	965	3538	816	1179
10020141	1002	141	15583	1558 	70592916	2687	977	3582	827	1194
10020142	1002	142	15777	1578 	75268658	2720	989	3627	837	1209
10020143	1002	143	15972	1597 	80251355	2754	1001	3672	847	1224
10020144	1002	144	16169	1617 	85561009	2788	1014	3717	858	1239
10020145	1002	145	16367	1637 	91218916	2822	1026	3763	868	1254
10020146	1002	146	16566	1657 	97247752	2856	1039	3808	879	1269
10020147	1002	147	16767	1677 	103671661	2891	1051	3854	889	1285
10020148	1002	148	16968	1697 	110516347	2926	1064	3901	900	1300
10020149	1002	149	17171	1717 	117809177	2961	1077	3947	911	1316
10020150	1002	150	17375	1738 	125579288	2996	1089	3994	922	1331
10020151	1002	151	17579	1758 	133349399	3031	1101	4041	933	1346
10020152	1002	152	17783	1778 	141119510	3066	1113	4088	944	1361
10020153	1002	153	17987	1799 	148889621	3101	1125	4135	955	1376
10020154	1002	154	18191	1819 	156659732	3136	1137	4182	966	1391
10020155	1002	155	18395	1840 	164429843	3171	1149	4229	977	1406
10020156	1002	156	18599	1860 	172199954	3206	1161	4276	988	1421
10020157	1002	157	18803	1880 	179970065	3241	1173	4323	999	1436
10020158	1002	158	19007	1901 	187740176	3276	1185	4370	1010	1451
10020159	1002	159	19211	1921 	195510287	3311	1197	4417	1021	1466
10020160	1002	160	19415	1942 	203280398	3346	1209	4464	1032	1481
10020161	1002	161	19619	1962 	211050509	3381	1221	4511	1043	1496
10020162	1002	162	19823	1982 	218820620	3416	1233	4558	1054	1511
10020163	1002	163	20027	2003 	226590731	3451	1245	4605	1065	1526
10020164	1002	164	20231	2023 	234360842	3486	1257	4652	1076	1541
10020165	1002	165	20435	2044 	242130953	3521	1269	4699	1087	1556
10020166	1002	166	20639	2064 	249901064	3556	1281	4746	1098	1571
10020167	1002	167	20843	2084 	257671175	3591	1293	4793	1109	1586
10020168	1002	168	21047	2105 	265441286	3626	1305	4840	1120	1601
10020169	1002	169	21251	2125 	273211397	3661	1317	4887	1131	1616
10020170	1002	170	21455	2146 	280981508	3696	1329	4934	1142	1631
10020171	1002	171	21659	2166 	288751619	3731	1341	4981	1153	1646
10020172	1002	172	21863	2186 	296521730	3766	1353	5028	1164	1661
10020173	1002	173	22067	2207 	304291841	3801	1365	5075	1175	1676
10020174	1002	174	22271	2227 	312061952	3836	1377	5122	1186	1691
10020175	1002	175	22475	2248 	319832063	3871	1389	5169	1197	1706
10020176	1002	176	22679	2268 	327602174	3906	1401	5216	1208	1721
10020177	1002	177	22883	2288 	335372285	3941	1413	5263	1219	1736
10020178	1002	178	23087	2309 	343142396	3976	1425	5310	1230	1751
10020179	1002	179	23291	2329 	350912507	4011	1437	5357	1241	1766
10020180	1002	180	23495	2350 	358682618	4046	1449	5404	1252	1781
10020181	1002	181	23699	2370 	366452729	4081	1461	5451	1263	1796
10020182	1002	182	23903	2390 	374222840	4116	1473	5498	1274	1811
10020183	1002	183	24107	2411 	381992951	4151	1485	5545	1285	1826
10020184	1002	184	24311	2431 	389763062	4186	1497	5592	1296	1841
10020185	1002	185	24515	2452 	397533173	4221	1509	5639	1307	1856
10020186	1002	186	24719	2472 	405303284	4256	1521	5686	1318	1871
10020187	1002	187	24923	2492 	413073395	4291	1533	5733	1329	1886
10020188	1002	188	25127	2513 	420843506	4326	1545	5780	1340	1901
10020189	1002	189	25331	2533 	428613617	4361	1557	5827	1351	1916
10020190	1002	190	25535	2554 	436383728	4396	1569	5874	1362	1931
10020191	1002	191	25739	2574 	444153839	4431	1581	5921	1373	1946
10020192	1002	192	25943	2594 	451923950	4466	1593	5968	1384	1961
10020193	1002	193	26147	2615 	459694061	4501	1605	6015	1395	1976
10020194	1002	194	26351	2635 	467464172	4536	1617	6062	1406	1991
10020195	1002	195	26555	2656 	475234283	4571	1629	6109	1417	2006
10020196	1002	196	26759	2676 	483004394	4606	1641	6156	1428	2021
10020197	1002	197	26963	2696 	490774505	4641	1653	6203	1439	2036
10020198	1002	198	27167	2717 	498544616	4676	1665	6250	1450	2051
10020199	1002	199	27371	2737 	506314727	4711	1677	6297	1461	2066
10020200	1002	200	27575	2758 	514084838	4746	1689	6344	1472	2081
10020201	1002	201	27779	2778 	514084838	4781	1701	6391	1483	2096
10020202	1002	202	27983	2798 	514084838	4816	1713	6438	1494	2111
10020203	1002	203	28187	2819 	514084838	4851	1725	6485	1505	2126
10020204	1002	204	28391	2839 	514084838	4886	1737	6532	1516	2141
10020205	1002	205	28595	2860 	514084838	4921	1749	6579	1527	2156
10020206	1002	206	28799	2880 	514084838	4956	1761	6626	1538	2171
10020207	1002	207	29003	2900 	514084838	4991	1773	6673	1549	2186
10020208	1002	208	29207	2921 	514084838	5026	1785	6720	1560	2201
10020209	1002	209	29411	2941 	514084838	5061	1797	6767	1571	2216
10020210	1002	210	29615	2962 	514084838	5096	1809	6814	1582	2231
10020211	1002	211	29819	2982 	514084838	5131	1821	6861	1593	2246
10020212	1002	212	30023	3002 	514084838	5166	1833	6908	1604	2261
10020213	1002	213	30227	3023 	514084838	5201	1845	6955	1615	2276
10020214	1002	214	30431	3043 	514084838	5236	1857	7002	1626	2291
10020215	1002	215	30635	3064 	514084838	5271	1869	7049	1637	2306
10020216	1002	216	30839	3084 	514084838	5306	1881	7096	1648	2321
10020217	1002	217	31043	3104 	514084838	5341	1893	7143	1659	2336
10020218	1002	218	31247	3125 	514084838	5376	1905	7190	1670	2351
10020219	1002	219	31451	3145 	514084838	5411	1917	7237	1681	2366
10020220	1002	220	31655	3166 	514084838	5446	1929	7284	1692	2381
10020221	1002	221	31859	3186 	514084838	5481	1941	7331	1703	2396
10020222	1002	222	32063	3206 	514084838	5516	1953	7378	1714	2411
10020223	1002	223	32267	3227 	514084838	5551	1965	7425	1725	2426
10020224	1002	224	32471	3247 	514084838	5586	1977	7472	1736	2441
10020225	1002	225	32675	3268 	514084838	5621	1989	7519	1747	2456
10020226	1002	226	32879	3288 	514084838	5656	2001	7566	1758	2471
10020227	1002	227	33083	3308 	514084838	5691	2013	7613	1769	2486
10020228	1002	228	33287	3329 	514084838	5726	2025	7660	1780	2501
10020229	1002	229	33491	3349 	514084838	5761	2037	7707	1791	2516
10020230	1002	230	33695	3370 	514084838	5796	2049	7754	1802	2531
10020231	1002	231	33899	3390 	514084838	5831	2061	7801	1813	2546
10020232	1002	232	34103	3410 	514084838	5866	2073	7848	1824	2561
10020233	1002	233	34307	3431 	514084838	5901	2085	7895	1835	2576
10020234	1002	234	34511	3451 	514084838	5936	2097	7942	1846	2591
10020235	1002	235	34715	3472 	514084838	5971	2109	7989	1857	2606
10020236	1002	236	34919	3492 	514084838	6006	2121	8036	1868	2621
10020237	1002	237	35123	3512 	514084838	6041	2133	8083	1879	2636
10020238	1002	238	35327	3533 	514084838	6076	2145	8130	1890	2651
10020239	1002	239	35531	3553 	514084838	6111	2157	8177	1901	2666
10020240	1002	240	35735	3574 	514084838	6146	2169	8224	1912	2681
10020241	1002	241	35939	3594 	514084838	6181	2181	8271	1923	2696
10020242	1002	242	36143	3614 	514084838	6216	2193	8318	1934	2711
10020243	1002	243	36347	3635 	514084838	6251	2205	8365	1945	2726
10020244	1002	244	36551	3655 	514084838	6286	2217	8412	1956	2741
10020245	1002	245	36755	3676 	514084838	6321	2229	8459	1967	2756
10020246	1002	246	36959	3696 	514084838	6356	2241	8506	1978	2771
10020247	1002	247	37163	3716 	514084838	6391	2253	8553	1989	2786
10020248	1002	248	37367	3737 	514084838	6426	2265	8600	2000	2801
10020249	1002	249	37571	3757 	514084838	6461	2277	8647	2011	2816
10020250	1002	250	37775	3778 	514084838	6496	2289	8694	2022	2831
10020251	1002	251	37979	3798 	514084838	6531	2301	8741	2033	2846
10020252	1002	252	38183	3818 	514084838	6566	2313	8788	2044	2861
10020253	1002	253	38387	3839 	514084838	6601	2325	8835	2055	2876
10020254	1002	254	38591	3859 	514084838	6636	2337	8882	2066	2891
10020255	1002	255	38795	3880 	514084838	6671	2349	8929	2077	2906
10020256	1002	256	38999	3900 	514084838	6706	2361	8976	2088	2921
10020257	1002	257	39203	3920 	514084838	6741	2373	9023	2099	2936
10020258	1002	258	39407	3941 	514084838	6776	2385	9070	2110	2951
10020259	1002	259	39611	3961 	514084838	6811	2397	9117	2121	2966
10020260	1002	260	39815	3982 	514084838	6846	2409	9164	2132	2981
10020261	1002	261	40019	4002 	514084838	6881	2421	9211	2143	2996
10020262	1002	262	40223	4022 	514084838	6916	2433	9258	2154	3011
10020263	1002	263	40427	4043 	514084838	6951	2445	9305	2165	3026
10020264	1002	264	40631	4063 	514084838	6986	2457	9352	2176	3041
10020265	1002	265	40835	4084 	514084838	7021	2469	9399	2187	3056
10020266	1002	266	41039	4104 	514084838	7056	2481	9446	2198	3071
10020267	1002	267	41243	4124 	514084838	7091	2493	9493	2209	3086
10020268	1002	268	41447	4145 	514084838	7126	2505	9540	2220	3101
10020269	1002	269	41651	4165 	514084838	7161	2517	9587	2231	3116
10020270	1002	270	41855	4186 	514084838	7196	2529	9634	2242	3131
10020271	1002	271	42059	4206 	514084838	7231	2541	9681	2253	3146
10020272	1002	272	42263	4226 	514084838	7266	2553	9728	2264	3161
10020273	1002	273	42467	4247 	514084838	7301	2565	9775	2275	3176
10020274	1002	274	42671	4267 	514084838	7336	2577	9822	2286	3191
10020275	1002	275	42875	4288 	514084838	7371	2589	9869	2297	3206
10020276	1002	276	43079	4308 	514084838	7406	2601	9916	2308	3221
10020277	1002	277	43283	4328 	514084838	7441	2613	9963	2319	3236
10020278	1002	278	43487	4349 	514084838	7476	2625	10010	2330	3251
10020279	1002	279	43691	4369 	514084838	7511	2637	10057	2341	3266
10020280	1002	280	43895	4390 	514084838	7546	2649	10104	2352	3281
10020281	1002	281	44099	4410 	514084838	7581	2661	10151	2363	3296
10020282	1002	282	44303	4430 	514084838	7616	2673	10198	2374	3311
10020283	1002	283	44507	4451 	514084838	7651	2685	10245	2385	3326
10020284	1002	284	44711	4471 	514084838	7686	2697	10292	2396	3341
10020285	1002	285	44915	4492 	514084838	7721	2709	10339	2407	3356
10020286	1002	286	45119	4512 	514084838	7756	2721	10386	2418	3371
10020287	1002	287	45323	4532 	514084838	7791	2733	10433	2429	3386
10020288	1002	288	45527	4553 	514084838	7826	2745	10480	2440	3401
10020289	1002	289	45731	4573 	514084838	7861	2757	10527	2451	3416
10020290	1002	290	45935	4594 	514084838	7896	2769	10574	2462	3431
10020291	1002	291	46139	4614 	514084838	7931	2781	10621	2473	3446
10020292	1002	292	46343	4634 	514084838	7966	2793	10668	2484	3461
10020293	1002	293	46547	4655 	514084838	8001	2805	10715	2495	3476
10020294	1002	294	46751	4675 	514084838	8036	2817	10762	2506	3491
10020295	1002	295	46955	4696 	514084838	8071	2829	10809	2517	3506
10020296	1002	296	47159	4716 	514084838	8106	2841	10856	2528	3521
10020297	1002	297	47363	4736 	514084838	8141	2853	10903	2539	3536
10020298	1002	298	47567	4757 	514084838	8176	2865	10950	2550	3551
10020299	1002	299	47771	4777 	514084838	8211	2877	10997	2561	3566
10020300	1002	300	47975	4798 	514084838	8246	2889	11044	2572	3581
10030001	1003	1	605	61 	3570	104	38	139	32	46
10030002	1003	2	626	63 	3910	108	39	144	33	48
10030003	1003	3	648	65 	4278	112	41	149	34	50
10030004	1003	4	672	67 	4677	116	42	154	36	51
10030005	1003	5	696	70 	5107	120	44	160	37	53
10030006	1003	6	722	72 	5573	125	45	166	38	55
10030007	1003	7	749	75 	6076	129	47	172	40	57
10030008	1003	8	778	78 	6620	134	49	179	41	60
10030009	1003	9	807	81 	7206	139	51	186	43	62
10030010	1003	10	838	84 	7840	145	53	193	44	64
10030011	1003	11	870	87 	8523	150	55	200	46	67
10030012	1003	12	904	90 	9261	156	57	208	48	69
10030013	1003	13	938	94 	10056	162	59	216	50	72
10030014	1003	14	974	97 	10913	168	61	224	52	75
10030015	1003	15	1011	101 	11837	174	63	232	54	77
10030016	1003	16	1049	105 	12832	181	66	241	56	80
10030017	1003	17	1089	109 	13904	188	68	250	58	83
10030018	1003	18	1130	113 	15059	195	71	260	60	87
10030019	1003	19	1172	117 	16302	202	73	269	62	90
10030020	1003	20	1215	122 	17640	209	76	279	64	93
10030021	1003	21	1259	126 	19080	217	79	290	67	97
10030022	1003	22	1305	131 	20629	225	82	300	69	100
10030023	1003	23	1352	135 	22296	233	85	311	72	104
10030024	1003	24	1400	140 	24088	241	88	322	74	107
10030025	1003	25	1450	145 	26015	250	91	333	77	111
10030026	1003	26	1500	150 	28087	259	94	345	80	115
10030027	1003	27	1552	155 	30313	268	97	357	82	119
10030028	1003	28	1605	161 	32706	277	101	369	85	123
10030029	1003	29	1660	166 	35276	286	104	382	88	127
10030030	1003	30	1715	172 	38038	296	108	394	91	131
10030031	1003	31	1772	177 	41003	306	111	407	94	136
10030032	1003	32	1830	183 	44188	316	115	421	97	140
10030033	1003	33	1890	189 	47607	326	118	434	100	145
10030034	1003	34	1950	195 	51277	336	122	448	103	149
10030035	1003	35	2012	201 	55217	347	126	463	107	154
10030036	1003	36	2075	208 	59444	358	130	477	110	159
10030037	1003	37	2139	214 	63980	369	134	492	113	164
10030038	1003	38	2205	221 	68847	380	138	507	117	169
10030039	1003	39	2272	227 	74067	392	142	522	121	174
10030040	1003	40	2340	234 	79665	403	147	538	124	179
10030041	1003	41	2409	241 	85669	415	151	554	128	185
10030042	1003	42	2479	248 	92106	427	155	570	132	190
10030043	1003	43	2551	255 	99008	440	160	586	135	195
10030044	1003	44	2624	262 	106406	452	165	603	139	201
10030045	1003	45	2698	270 	114335	465	169	620	143	207
10030046	1003	46	2774	277 	122833	478	174	638	147	213
10030047	1003	47	2850	285 	131939	491	179	655	151	218
10030048	1003	48	2928	293 	141696	505	184	673	155	224
10030049	1003	49	3007	301 	152148	518	189	691	160	230
10030050	1003	50	3088	309 	163345	532	194	710	164	237
10030051	1003	51	3169	317 	175337	546	199	729	168	243
10030052	1003	52	3252	325 	188181	561	204	748	173	249
10030053	1003	53	3336	334 	201934	575	209	767	177	256
10030054	1003	54	3422	342 	216661	590	215	787	182	262
10030055	1003	55	3508	351 	232427	605	220	806	186	269
10030056	1003	56	3596	360 	249306	620	225	827	191	276
10030057	1003	57	3685	369 	267373	635	231	847	195	282
10030058	1003	58	3775	378 	286711	651	237	868	200	289
10030059	1003	59	3867	387 	307407	667	242	889	205	296
10030060	1003	60	3959	396 	329554	683	248	910	210	303
10030061	1003	61	4053	405 	353253	699	254	932	215	311
10030062	1003	62	4149	415 	378608	715	260	954	220	318
10030063	1003	63	4245	425 	405735	732	266	976	225	325
10030064	1003	64	4343	434 	434754	749	272	998	230	333
10030065	1003	65	4442	444 	465794	766	278	1021	236	340
10030066	1003	66	4542	454 	498995	783	285	1044	241	348
10030067	1003	67	4643	464 	534502	801	291	1067	246	356
10030068	1003	68	4746	475 	572474	818	298	1091	252	364
10030069	1003	69	4850	485 	613078	836	304	1115	257	372
10030070	1003	70	4955	496 	656494	854	311	1139	263	380
10030071	1003	71	5061	506 	702913	873	317	1164	269	388
10030072	1003	72	5169	517 	752539	891	324	1188	274	396
10030073	1003	73	5278	528 	805589	910	331	1213	280	404
10030074	1003	74	5388	539 	862296	929	338	1239	286	413
10030075	1003	75	5499	550 	922908	948	345	1264	292	421
10030076	1003	76	5612	561 	987689	968	352	1290	298	430
10030077	1003	77	5726	573 	1056921	987	359	1316	304	439
10030078	1003	78	5841	584 	1130906	1007	366	1343	310	448
10030079	1003	79	5957	596 	1209964	1027	373	1369	316	456
10030080	1003	80	6074	607 	1294437	1047	381	1396	322	465
10030081	1003	81	6193	619 	1384691	1068	388	1424	329	475
10030082	1003	82	6313	631 	1481116	1088	396	1451	335	484
10030083	1003	83	6434	643 	1584127	1109	403	1479	341	493
10030084	1003	84	6557	656 	1694167	1130	411	1507	348	502
10030085	1003	85	6680	668 	1811710	1152	419	1536	354	512
10030086	1003	86	6805	681 	1937258	1173	427	1564	361	521
10030087	1003	87	6932	693 	2071350	1195	435	1593	368	531
10030088	1003	88	7059	706 	2214559	1217	443	1623	374	541
10030089	1003	89	7188	719 	2367496	1239	451	1652	381	551
10030090	1003	90	7318	732 	2530813	1262	459	1682	388	561
10030091	1003	91	7449	745 	2705205	1284	467	1712	395	571
10030092	1003	92	7581	758 	2891413	1307	475	1743	402	581
10030093	1003	93	7715	772 	3090228	1330	484	1773	409	591
10030094	1003	94	7849	785 	3302491	1353	492	1804	416	601
10030095	1003	95	7985	799 	3529101	1377	501	1836	424	612
10030096	1003	96	8123	812 	3771015	1400	509	1867	431	622
10030097	1003	97	8261	826 	4029254	1424	518	1899	438	633
10030098	1003	98	8401	840 	4304906	1448	527	1931	446	644
10030099	1003	99	8542	854 	4599131	1473	536	1964	453	655
10030100	1003	100	8684	868 	4913166	1497	544	1996	461	665
10030101	1003	101	8828	883 	5248328	1522	553	2029	468	676
10030102	1003	102	8973	897 	5606021	1547	563	2063	476	688
10030103	1003	103	9119	912 	5987744	1572	572	2096	484	699
10030104	1003	104	9266	927 	6395092	1598	581	2130	492	710
10030105	1003	105	9414	941 	6829766	1623	590	2164	499	721
10030106	1003	106	9564	956 	7293579	1649	600	2199	507	733
10030107	1003	107	9715	972 	7788462	1675	609	2233	515	744
10030108	1003	108	9867	987 	8316474	1701	619	2268	523	756
10030109	1003	109	10020	1002 	8879808	1728	628	2304	532	768
10030110	1003	110	10175	1018 	9480804	1754	638	2339	540	780
10030111	1003	111	10331	1033 	10121952	1781	648	2375	548	792
10030112	1003	112	10488	1049 	10805907	1808	658	2411	556	804
10030113	1003	113	10646	1065 	11535497	1836	667	2447	565	816
10030114	1003	114	10806	1081 	12313737	1863	677	2484	573	828
10030115	1003	115	10967	1097 	13143838	1891	688	2521	582	840
10030116	1003	116	11129	1113 	14029221	1919	698	2558	590	853
10030117	1003	117	11292	1129 	14973533	1947	708	2596	599	865
10030118	1003	118	11457	1146 	15980657	1975	718	2634	608	878
10030119	1003	119	11622	1162 	17054731	2004	729	2672	617	891
10030120	1003	120	11789	1179 	18200164	2033	739	2710	625	903
10030121	1003	121	11958	1196 	19421651	2062	750	2749	634	916
10030122	1003	122	12127	1213 	20724197	2091	760	2788	643	929
10030123	1003	123	12298	1230 	22113130	2120	771	2827	652	942
10030124	1003	124	12470	1247 	23594127	2150	782	2867	662	956
10030125	1003	125	12643	1264 	25173238	2180	793	2906	671	969
10030126	1003	126	12818	1282 	26856902	2210	804	2947	680	982
10030127	1003	127	12993	1299 	28651983	2240	815	2987	689	996
10030128	1003	128	13170	1317 	30565788	2271	826	3028	699	1009
10030129	1003	129	13348	1335 	32606103	2301	837	3069	708	1023
10030130	1003	130	13528	1353 	34781219	2332	848	3110	718	1037
10030131	1003	131	13708	1371 	37099967	2364	859	3151	727	1050
10030132	1003	132	13890	1389 	39571753	2395	871	3193	737	1064
10030133	1003	133	14073	1407 	42206592	2426	882	3235	747	1078
10030134	1003	134	14258	1426 	45015155	2458	894	3278	756	1093
10030135	1003	135	14443	1444 	48008800	2490	906	3320	766	1107
10030136	1003	136	14630	1463 	51199629	2522	917	3363	776	1121
10030137	1003	137	14818	1482 	54600526	2555	929	3406	786	1135
10030138	1003	138	15007	1501 	58225211	2587	941	3450	796	1150
10030139	1003	139	15198	1520 	62088297	2620	953	3494	806	1165
10030140	1003	140	15390	1539 	66205343	2653	965	3538	816	1179
10030141	1003	141	15583	1558 	70592916	2687	977	3582	827	1194
10030142	1003	142	15777	1578 	75268658	2720	989	3627	837	1209
10030143	1003	143	15972	1597 	80251355	2754	1001	3672	847	1224
10030144	1003	144	16169	1617 	85561009	2788	1014	3717	858	1239
10030145	1003	145	16367	1637 	91218916	2822	1026	3763	868	1254
10030146	1003	146	16566	1657 	97247752	2856	1039	3808	879	1269
10030147	1003	147	16767	1677 	103671661	2891	1051	3854	889	1285
10030148	1003	148	16968	1697 	110516347	2926	1064	3901	900	1300
10030149	1003	149	17171	1717 	117809177	2961	1077	3947	911	1316
10030150	1003	150	17375	1738 	125579288	2996	1089	3994	922	1331
10030151	1003	151	17579	1758 	133349399	3031	1101	4041	933	1346
10030152	1003	152	17783	1778 	141119510	3066	1113	4088	944	1361
10030153	1003	153	17987	1799 	148889621	3101	1125	4135	955	1376
10030154	1003	154	18191	1819 	156659732	3136	1137	4182	966	1391
10030155	1003	155	18395	1840 	164429843	3171	1149	4229	977	1406
10030156	1003	156	18599	1860 	172199954	3206	1161	4276	988	1421
10030157	1003	157	18803	1880 	179970065	3241	1173	4323	999	1436
10030158	1003	158	19007	1901 	187740176	3276	1185	4370	1010	1451
10030159	1003	159	19211	1921 	195510287	3311	1197	4417	1021	1466
10030160	1003	160	19415	1942 	203280398	3346	1209	4464	1032	1481
10030161	1003	161	19619	1962 	211050509	3381	1221	4511	1043	1496
10030162	1003	162	19823	1982 	218820620	3416	1233	4558	1054	1511
10030163	1003	163	20027	2003 	226590731	3451	1245	4605	1065	1526
10030164	1003	164	20231	2023 	234360842	3486	1257	4652	1076	1541
10030165	1003	165	20435	2044 	242130953	3521	1269	4699	1087	1556
10030166	1003	166	20639	2064 	249901064	3556	1281	4746	1098	1571
10030167	1003	167	20843	2084 	257671175	3591	1293	4793	1109	1586
10030168	1003	168	21047	2105 	265441286	3626	1305	4840	1120	1601
10030169	1003	169	21251	2125 	273211397	3661	1317	4887	1131	1616
10030170	1003	170	21455	2146 	280981508	3696	1329	4934	1142	1631
10030171	1003	171	21659	2166 	288751619	3731	1341	4981	1153	1646
10030172	1003	172	21863	2186 	296521730	3766	1353	5028	1164	1661
10030173	1003	173	22067	2207 	304291841	3801	1365	5075	1175	1676
10030174	1003	174	22271	2227 	312061952	3836	1377	5122	1186	1691
10030175	1003	175	22475	2248 	319832063	3871	1389	5169	1197	1706
10030176	1003	176	22679	2268 	327602174	3906	1401	5216	1208	1721
10030177	1003	177	22883	2288 	335372285	3941	1413	5263	1219	1736
10030178	1003	178	23087	2309 	343142396	3976	1425	5310	1230	1751
10030179	1003	179	23291	2329 	350912507	4011	1437	5357	1241	1766
10030180	1003	180	23495	2350 	358682618	4046	1449	5404	1252	1781
10030181	1003	181	23699	2370 	366452729	4081	1461	5451	1263	1796
10030182	1003	182	23903	2390 	374222840	4116	1473	5498	1274	1811
10030183	1003	183	24107	2411 	381992951	4151	1485	5545	1285	1826
10030184	1003	184	24311	2431 	389763062	4186	1497	5592	1296	1841
10030185	1003	185	24515	2452 	397533173	4221	1509	5639	1307	1856
10030186	1003	186	24719	2472 	405303284	4256	1521	5686	1318	1871
10030187	1003	187	24923	2492 	413073395	4291	1533	5733	1329	1886
10030188	1003	188	25127	2513 	420843506	4326	1545	5780	1340	1901
10030189	1003	189	25331	2533 	428613617	4361	1557	5827	1351	1916
10030190	1003	190	25535	2554 	436383728	4396	1569	5874	1362	1931
10030191	1003	191	25739	2574 	444153839	4431	1581	5921	1373	1946
10030192	1003	192	25943	2594 	451923950	4466	1593	5968	1384	1961
10030193	1003	193	26147	2615 	459694061	4501	1605	6015	1395	1976
10030194	1003	194	26351	2635 	467464172	4536	1617	6062	1406	1991
10030195	1003	195	26555	2656 	475234283	4571	1629	6109	1417	2006
10030196	1003	196	26759	2676 	483004394	4606	1641	6156	1428	2021
10030197	1003	197	26963	2696 	490774505	4641	1653	6203	1439	2036
10030198	1003	198	27167	2717 	498544616	4676	1665	6250	1450	2051
10030199	1003	199	27371	2737 	506314727	4711	1677	6297	1461	2066
10030200	1003	200	27575	2758 	514084838	4746	1689	6344	1472	2081
10030201	1003	201	27779	2778 	514084838	4781	1701	6391	1483	2096
10030202	1003	202	27983	2798 	514084838	4816	1713	6438	1494	2111
10030203	1003	203	28187	2819 	514084838	4851	1725	6485	1505	2126
10030204	1003	204	28391	2839 	514084838	4886	1737	6532	1516	2141
10030205	1003	205	28595	2860 	514084838	4921	1749	6579	1527	2156
10030206	1003	206	28799	2880 	514084838	4956	1761	6626	1538	2171
10030207	1003	207	29003	2900 	514084838	4991	1773	6673	1549	2186
10030208	1003	208	29207	2921 	514084838	5026	1785	6720	1560	2201
10030209	1003	209	29411	2941 	514084838	5061	1797	6767	1571	2216
10030210	1003	210	29615	2962 	514084838	5096	1809	6814	1582	2231
10030211	1003	211	29819	2982 	514084838	5131	1821	6861	1593	2246
10030212	1003	212	30023	3002 	514084838	5166	1833	6908	1604	2261
10030213	1003	213	30227	3023 	514084838	5201	1845	6955	1615	2276
10030214	1003	214	30431	3043 	514084838	5236	1857	7002	1626	2291
10030215	1003	215	30635	3064 	514084838	5271	1869	7049	1637	2306
10030216	1003	216	30839	3084 	514084838	5306	1881	7096	1648	2321
10030217	1003	217	31043	3104 	514084838	5341	1893	7143	1659	2336
10030218	1003	218	31247	3125 	514084838	5376	1905	7190	1670	2351
10030219	1003	219	31451	3145 	514084838	5411	1917	7237	1681	2366
10030220	1003	220	31655	3166 	514084838	5446	1929	7284	1692	2381
10030221	1003	221	31859	3186 	514084838	5481	1941	7331	1703	2396
10030222	1003	222	32063	3206 	514084838	5516	1953	7378	1714	2411
10030223	1003	223	32267	3227 	514084838	5551	1965	7425	1725	2426
10030224	1003	224	32471	3247 	514084838	5586	1977	7472	1736	2441
10030225	1003	225	32675	3268 	514084838	5621	1989	7519	1747	2456
10030226	1003	226	32879	3288 	514084838	5656	2001	7566	1758	2471
10030227	1003	227	33083	3308 	514084838	5691	2013	7613	1769	2486
10030228	1003	228	33287	3329 	514084838	5726	2025	7660	1780	2501
10030229	1003	229	33491	3349 	514084838	5761	2037	7707	1791	2516
10030230	1003	230	33695	3370 	514084838	5796	2049	7754	1802	2531
10030231	1003	231	33899	3390 	514084838	5831	2061	7801	1813	2546
10030232	1003	232	34103	3410 	514084838	5866	2073	7848	1824	2561
10030233	1003	233	34307	3431 	514084838	5901	2085	7895	1835	2576
10030234	1003	234	34511	3451 	514084838	5936	2097	7942	1846	2591
10030235	1003	235	34715	3472 	514084838	5971	2109	7989	1857	2606
10030236	1003	236	34919	3492 	514084838	6006	2121	8036	1868	2621
10030237	1003	237	35123	3512 	514084838	6041	2133	8083	1879	2636
10030238	1003	238	35327	3533 	514084838	6076	2145	8130	1890	2651
10030239	1003	239	35531	3553 	514084838	6111	2157	8177	1901	2666
10030240	1003	240	35735	3574 	514084838	6146	2169	8224	1912	2681
10030241	1003	241	35939	3594 	514084838	6181	2181	8271	1923	2696
10030242	1003	242	36143	3614 	514084838	6216	2193	8318	1934	2711
10030243	1003	243	36347	3635 	514084838	6251	2205	8365	1945	2726
10030244	1003	244	36551	3655 	514084838	6286	2217	8412	1956	2741
10030245	1003	245	36755	3676 	514084838	6321	2229	8459	1967	2756
10030246	1003	246	36959	3696 	514084838	6356	2241	8506	1978	2771
10030247	1003	247	37163	3716 	514084838	6391	2253	8553	1989	2786
10030248	1003	248	37367	3737 	514084838	6426	2265	8600	2000	2801
10030249	1003	249	37571	3757 	514084838	6461	2277	8647	2011	2816
10030250	1003	250	37775	3778 	514084838	6496	2289	8694	2022	2831
10030251	1003	251	37979	3798 	514084838	6531	2301	8741	2033	2846
10030252	1003	252	38183	3818 	514084838	6566	2313	8788	2044	2861
10030253	1003	253	38387	3839 	514084838	6601	2325	8835	2055	2876
10030254	1003	254	38591	3859 	514084838	6636	2337	8882	2066	2891
10030255	1003	255	38795	3880 	514084838	6671	2349	8929	2077	2906
10030256	1003	256	38999	3900 	514084838	6706	2361	8976	2088	2921
10030257	1003	257	39203	3920 	514084838	6741	2373	9023	2099	2936
10030258	1003	258	39407	3941 	514084838	6776	2385	9070	2110	2951
10030259	1003	259	39611	3961 	514084838	6811	2397	9117	2121	2966
10030260	1003	260	39815	3982 	514084838	6846	2409	9164	2132	2981
